NUME_SOCIETATE,ADRESA_SITP,ADRESA_SEDIU,SITPID,NUMAR_AUTORIZATIE,COD_STATIE,PERSOANA_CONTACT,VALABILITATE_AUTORIZATIE,CLASA,INTERDICTII,OBSERVATII
SC ADY SERVICE SRL,"SFANTU GHEORGHE,STR. LUNCA OLTULUI 24,jud.COVASNA","SFANTU GHEORGHE,STR. LUNCA OLTULUI 24,jud.COVASNA",362,677,CV010,267.351105,19-AUG-25-18-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC DOMAREX SRL,"COVASNA,Str. Pava de Jos 8/A,jud.COVASNA","COVASNA,str. Podului 27/A,jud.COVASNA",367,984,CV015,0267/340334,01-OCT-24-30-SEP-26,1;2;3,"Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",Se efectueaza verificari ale eficacitati sistemului de franare prin probe functonale in parcurs numai la tractoare
SC QUARK MOTORS SRL FILIALA ARAD,"ARAD,CALEA RADNEI 288,jud.ARAD","ARAD,CALEA RADNEI 288,jud.ARAD",470,1286,AR025,257.22006,12-FEB-25-11-FEB-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC REMCOR 2002 SRL,"RESITA,STR. OITUZULUI 25A,jud.CARAS-SEVERIN","RESITA,STR. OITUZULUI 25A,jud.CARAS-SEVERIN",478,788,CS009,733.957929,02-NOV-24-01-NOV-26,2,Autovehicule echipate cu instalate GPL sau GNC;Autovehicule echipate cu tractune integrala permanenta;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTOBANATICA SRL,"RESITA,VALEA TEROVEI 1,jud.CARAS-SEVERIN","RESITA,Str. Caminelor 2, Ap. 22,jud.CARAS-SEVERIN",484,960,CS017,744.261377,13-APR-24-12-APR-26,2,"Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Autovehicule echipate cu tractune integrala permanenta;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTO GROUP SRL,"RESITA,CALEA CARANSEBESULUI 21,jud.CARAS-SEVERIN","RESITA,CALEA CARANSEBESULUI 21,jud.CARAS-SEVERIN",485,1226,CS018,255.2171,06-OCT-24-05-OCT-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC EMIAN COM SERVICE SRL,"CRAIOVA,STR. BRESTEI 551,jud.DOLJ","CRAIOVA,STR. BRESTEI 542,jud.DOLJ",214,1305,DJ039,,02-MAR-25-01-MAR-27,2,Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
R. A. T. SRL,"CRAIOVA,CALEA SEVERINULUI, SECTIA NR. 1 103,jud.DOLJ","CRAIOVA,CALEA SEVERINULUI 103,jud.DOLJ",216,442,DJ012,,18-DEC-23-17-DEC-25,2;3,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
SC SERPICO SRL,"PIELESTI,SAT PARSANI -,jud.DOLJ","CRAIOVA,STR. PICTOR OSCAR OBEDEANU 16A,jud.DOLJ",221,694,DJ013,,17-OCT-23-16-OCT-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC PELENDAVA SA,"CRAIOVA,STR. POPOVENI 5,jud.DOLJ","CRAIOVA,STR. POPOVENI 5,jud.DOLJ",230,108,DJ004,,05-DEC-24-04-DEC-26,2;3,Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
PRECIZIA SERVICE-SOCIETATE COOPERATIVA,"SLATINA,STR. PITESTI 185,jud.OLT","SLATINA,STR. PITESTI 185,jud.OLT",255,1135,OT016,,20-FEB-24-19-FEB-26,2,Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC PEX SRL,"PLOIESTI,STR. POPA FARCAS 45,jud.PRAHOVA","PLOIESTI,Str. Gheorghe Grigore Cantacuzino 145,jud.PRAHOVA",262,787,PH006,244.514197,24-SEP-24-23-SEP-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BRIARI SERV SRL,"PLOPENI,STR. PRIMAVERII 1, lot 2,jud.PRAHOVA","PLOPENI,STR. PRIMAVERII 1, lot 2,jud.PRAHOVA",278,977,PH034,,05-OCT-24-04-OCT-26,2;3,"Autobuze articulate;Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC EUROSERVICE NORD-EST SA,"PASCANI,STR. GARII 1,jud.IASI","PASCANI,STR. GARII 1,jud.IASI",758,795,IS021,,15-NOV-24-14-NOV-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ING SERVICE SRL,"CAMPULUNG MOLDOVENESC,STR. TRANDAFIRILOR 4,jud.SUCEAVA","CAMPULUNG MOLDOVENESC,STR. TRANDAFIRILOR 4,jud.SUCEAVA",820,857,SV024,,23-JUN-25-22-JUN-27,2,Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC POLMOT SERVICE SRL,"SIRET,STR. ALEXANDRU CEL BUN 39,jud.SUCEAVA","SIRET,STR. ALEXANDRU CEL BUN 39,jud.SUCEAVA",833,1152,SV042,,29-MAR-24-28-MAR-26,2,"Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GPL sau GNC;Remorci cu sistem de franare inertal;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ENIST SERVICE SRL,"ORADEA,CALEA BORSULUI 38J2,jud.BIHOR","ORADEA,SOS BORSULUI 45,jud.BIHOR",594,1334,BH038,,27-APR-25-26-APR-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
SC ENIST SERVICE SRL,"ORADEA,CALEA BORSULUI 38J2,jud.BIHOR","ORADEA,SOS BORSULUI 45,jud.BIHOR",594,1334,BH038,,04-JUL-25-26-APR-27,1;2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare,"Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare la mopede cu 3 rot, motociclete cu atas, mototricicluri si cvadricicluri prin probe functonale in parcurs"
SC COMAUTOSPORT SA,"BISTRITA,STR. LIBERTATII 62,jud.BISTRITA-NASAUD","BISTRITA,STR. LIBERTATII 62,jud.BISTRITA-NASAUD",598,52,BN001,263.2074,21-DEC-24-20-DEC-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC EURO-SERVICE SRL,"BECLEAN,STR. PARCULUI 4,jud.BISTRITA-NASAUD","BECLEAN,STR. PARCULUI 4,jud.BISTRITA-NASAUD",601,351,BN004,263.343013,18-MAY-25-17-MAY-27,2;3,Autobuze articulate;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
SC DESIT COM SRL,"NASAUD,STR. GRANICERILOR 70,jud.BISTRITA-NASAUD","NASAUD,STR. GRANICERILOR 70,jud.BISTRITA-NASAUD",602,450,BN005,263.362039,05-OCT-23-04-OCT-25,2;3,Autobuze articulate;Autovehicule echipate cu instalate GPL sau GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC EXMITIANI SRL,"NASAUD,STR. GEORGE COSBUC 194,jud.BISTRITA-NASAUD","REBRISOARA,STR. PRINCIPALA 307,jud.BISTRITA-NASAUD",605,905,BN010,,16-DEC-23-15-DEC-25,2;3,Autovehicule echipate cu instalate GPL sau GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC TH TRUCKS SRL,"ARAD,CARTIERUL DE VEST DN 7 KM 553+700,jud.ARAD","COM GILAU,Str. Lunii 2,jud.ARAD",613,1097,AR020,372200000,31-MAY-24-30-MAY-26,3,Autobuze articulate;Autovehicule echipate cu MAS;Autovehicule echipate cu MASKAT;Autovehicule echipate cu instalate GPL sau GNC;Remorci cu sistem de franare inertal cu doua axe(punte dubla);Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC RMB INTER AUTO SRL,"CLUJ-NAPOCA,CALEA TURZII 172,jud.CLUJ","CLUJ-NAPOCA,CALEA TURZII 172,jud.CLUJ",658,1173,CJ049,264.43812,01-JAN-24-31-DEC-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC RAN IMPEX SRL,"VISEU DE SUS,STR. BOGDAN VODA 40,jud.MARAMURES","VISEU DE SUS,STR. BOGDAN VODA 40,jud.MARAMURES",670,423,MM008,262.354106,04-OCT-24-03-OCT-26,2,Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
PRESTAREA - SOCIETATE COOPERATIVA MESTESUGAREASCA,"SIMLEUL SILVANIEI,STR. TUDOR VLADIMIRESCU 26,jud.SALAJ","SIMLEUL SILVANIEI,STR. GRADINILOR 2,jud.SALAJ",695,1355,SJ010,260678934,22-JUN-25-21-JUN-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BALINT SRL,"CAREI,STR. IGNISULUI 7,jud.SATU MARE","CAREI,STR. IGNISULUI 7,jud.SATU MARE",702,737,SM009,261.865605,25-APR-25-16-MAR-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BALINT SRL,"CAREI,STR. IGNISULUI 7,jud.SATU MARE","CAREI,STR. IGNISULUI 7,jud.SATU MARE",702,737,SM009,261.865605,17-MAR-24-16-MAR-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC DACOSERV CMB SRL,"PASCANI,STR. GARII 2,jud.IASI","PASCANI,STR. GARII 2,jud.IASI",754,561,IS014,232.760393,08-AUG-24-07-AUG-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC RITMIC COM SRL,"COM. ILISESTI,SAT ILISESTI 768,jud.SUCEAVA","IASI,Str. Prof. Th. Vascauţeanu, Bl.3B, Sc. C, Et.1, Ap.5 26,jud.SUCEAVA",825,976,SV030,745.797941,17-SEP-24-16-SEP-26,2;3,Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC TEHNO-DINAMIC SRL,"COM. BOSANCI,SAT CUMPARATURA, CALEA FALTICENI 30,jud.SUCEAVA","COM. BOSANCI,SAT CUMPARATURA, CALEA FALTICENI 30,jud.SUCEAVA",831,1108,SV040,230.522764,05-APR-24-04-APR-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ROTRANS SA,"VASLUI,STR. CALUGARENI 103,jud.VASLUI","VASLUI,STR. CALUGARENI 103,jud.VASLUI",842,173,VS002,,19-FEB-25-18-FEB-27,2;3,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile N2, N3 si T;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare;Vehicule echipate cu sistem de franare pneumatic",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC CRISDOR CAR SRL,"SACUIENI,STR. PETOFI SANDOR 57/A,jud.BIHOR","SACUIENI,Calea JANOS IRINYI 1A,jud.BIHOR",596,1357,BH040,723.330721,02-APR-25-01-APR-27,2,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
SC AUTO BARA&CO SRL,"ORADEA,SOS. BORSULUI 22,jud.BIHOR","ORADEA,SOS. BORSULUI 22,jud.BIHOR",597,1365,BH041,259.44,30-JUL-25-29-JUL-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SERVICE AUTOMOBILE TURDA SA,"TURDA,STR. CLUJULUI, DE 15 -,jud.CLUJ","TURDA,STR. CLUJULUI, DE 15 -,jud.CLUJ",627,645,CJ019,264.315285,14-JAN-25-13-JAN-27,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC COMPEXIT TRADING SRL,"CLUJ-NAPOCA,CALEA TURZII 223,jud.CLUJ","CLUJ-NAPOCA,CALEA TURZII 223,jud.CLUJ",645,966,CJ040,0264/438820,04-AUG-24-03-AUG-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC DIADOH S.E. SRL,"SIGHETU MARMATIEI,STR. NICOLAE TITULESCU 40,jud.MARAMURES","SIGHETU MARMATIEI,STR. MARASESTI 8,jud.MARAMURES",681,1277,MM021,,08-JAN-25-07-JAN-27,2;3,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,
SC AUTO-VENTEL SRL,"BORSA,STR. ENERGIEI 28,jud.MARAMURES","BORSA,STR. STRANDULUI 58A,jud.MARAMURES",685,1371,MM024,,01-AUG-25-31-JUL-27,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SOCIETATEA COOPERATIVA MESTESUGAREASCA DE GRADUL 1 PRESTATIUNEA (SCM) IASI,"IASI,PIATA UNIRII 1,jud.IASI","IASI,BD. STEFAN CEL MARE 8,jud.IASI",770,1071,IS033,232.268008,12-SEP-25-11-SEP-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTO NAHARNEAC SRL,"SUCEAVA,STR. GHEORGHE DOJA 113B,jud.SUCEAVA","SUCEAVA,STR. GHEORGHE DOJA 113 B,jud.SUCEAVA",816,599,SV020,,28-JAN-25-27-JAN-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ADRIA SRL,"SUCEAVA,B-DUL SOFIA VICOVEANCA 54,jud.SUCEAVA","CLUJ-NAPOCA,Calea Manastur, Corp C, Ap. C74 2-6,jud.SUCEAVA",818,634,SV022,,04-JUN-25-03-JUN-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC LABIRINT-COM SRL,"FRATAUTII VECHI,LOC. FRATAUTII VECHI 50,jud.SUCEAVA","FRATAUTII VECHI,LOC. FRATAUTII VECHI 50,jud.SUCEAVA",824,963,SV029,,25-JUL-24-24-JUL-26,2;3,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTOZOF SRL,"GURA HUMORULUI,STR. PRIMAVERII 1,jud.SUCEAVA","GURA HUMORULUI,STR. PRIMAVERII 1,jud.SUCEAVA",837,1222,SV046,,06-SEP-24-05-SEP-26,2,Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al autovehiculelor prin probe functonale in parcurs
SC ACIRBUE SRL,"FAUREI,STR. GARII 2,jud.BRAILA","FAUREI,STR. GARII 2,jud.BRAILA",856,828,BR004,,09-JAN-25-08-JAN-27,2,"Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Autovehicule echipate cu tractune integrala permanenta;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC GENERAL AUTOCOM SRL,"COM. MARACINENI, SAT MARACINENI,EURO 85 160,jud.BUZAU","COM. MARACINENI, SAT MARACINENI,EURO 85 160,jud.BUZAU",869,511,BZ012,238.710754,01-APR-24-31-MAR-26,2,Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ELCAR GID SRL,"BUZAU,STR. TRANSILVANIEI 510,jud.BUZAU","BUZAU,STR. TRANSILVANIEI 510,jud.BUZAU",874,1159,BZ020,238.723374,10-APR-24-09-APR-26,2;3,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC MOBIL MFM SRL,"OLTENITA,SOS. CALARASI KM 4,jud.CALARASI","OLTENITA,SOS. OLTENITA-CALARASI KM 3,jud.CALARASI",879,1758,CL006,,06-FEB-25-05-FEB-27,2,"Autovehicule cu norma de poluare EURO 6 sau EURO VI;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Autovehicule echipate cu tractune integrala permanenta;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
